drug_impact	dose	impact_category	assay	avg_precision	no_of_replicates	matching_score
tubulin inhibitor	All	MOA	L1000	0.0709997188765554	48	0.07611657880154352
protein synthesis inhibitor	All	MOA	L1000	0.0688442897554252	36	-0.018636309401381123
cdk inhibitor	All	MOA	L1000	0.0574277143003295	42	0.07026554111540742
inosine monophosphate dehydrogenase inhibitor	All	MOA	L1000	0.0497345146288337	12	0.0031121630326060063
dopamine receptor antagonist|serotonin receptor antagonist	All	MOA	L1000	0.0449556849573364	54	0.012408516032684253
xiap inhibitor	All	MOA	L1000	0.0386010972660166	18	0.18425822947723414
cyclooxygenase inhibitor|prostanoid receptor antagonist	All	MOA	L1000	0.0364205703364463	24	0.013878491227981004
serotonin receptor agonist|serotonin receptor antagonist	All	MOA	L1000	0.0359783049318479	18	0.0971050427523609
adrenergic receptor antagonist	All	MOA	L1000	0.033242897311553	186	0.029270763040991847
cyclooxygenase inhibitor	All	MOA	L1000	0.032455032750337	162	0.02410970345098583
dopamine receptor antagonist	All	MOA	L1000	0.0310091823552484	114	0.03189214177663503
phosphodiesterase inhibitor	All	MOA	L1000	0.0280127114648386	168	0.024177249603680548
histamine receptor antagonist	All	MOA	L1000	0.0250672823338001	144	0.03487166015813446
serotonin receptor antagonist	All	MOA	L1000	0.0243100223361783	72	0.03503033665412297
diacylglycerol o acyltransferase inhibitor	All	MOA	L1000	0.0239447005450508	12	0.18674641862184338
egfr inhibitor	All	MOA	L1000	0.0236190405806236	78	0.09167745200008506
adrenergic receptor agonist	All	MOA	L1000	0.0223826520863183	120	0.02970492371346617
acetylcholine receptor antagonist	All	MOA	L1000	0.0223391195454649	126	0.028169770341634495
progestogen hormone	All	MOA	L1000	0.01806830808219	12	0.12855106880798065
pi3k inhibitor	All	MOA	L1000	0.017579286690576	42	0.04186498092633144
calcium channel blocker	All	MOA	L1000	0.015734709375286	90	0.023650807086861264
microtubule inhibitor	All	MOA	L1000	0.0151015162229466	18	0.07217515145543155
akt inhibitor	All	MOA	L1000	0.0147534897770537	36	0.04087083524957456
serotonin receptor agonist	All	MOA	L1000	0.0135218058494595	72	0.01980591441905568
sodium channel blocker	All	MOA	L1000	0.0134245276169962	66	0.04477472101089247
bacterial cell wall synthesis inhibitor	All	MOA	L1000	0.013287462410998	84	0.02562637452544476
bacterial dna gyrase inhibitor	All	MOA	L1000	0.0128796983122524	66	0.03864914412454059
norepinephrine reputake inhibitor|tricyclic antidepressant	All	MOA	L1000	0.0117659276824336	12	0.10211969601165577
cannabinoid receptor agonist	All	MOA	L1000	0.0112673175688868	18	-0.03297518558811878
dopamine receptor agonist	All	MOA	L1000	0.0104067878795939	54	0.03723417138602196
gamma secretase inhibitor	All	MOA	L1000	0.0100801698632102	42	0.045113123177841274
prostanoid receptor antagonist	All	MOA	L1000	0.00885854887339453	18	0.036922995814072775
sodium/glucose cotransporter inhibitor	All	MOA	L1000	0.00852566681433214	12	0.05961444559464762
progesterone receptor agonist	All	MOA	L1000	0.00841450097243871	42	0.041617873063960545
vegfr inhibitor	All	MOA	L1000	0.00836782557256266	24	0.030498805209255915
opioid receptor agonist|opioid receptor antagonist	All	MOA	L1000	0.00801288066553024	12	-0.027165092855388442
tachykinin antagonist	All	MOA	L1000	0.00800092121513302	36	0.03817294076375517
acetylcholine receptor agonist	All	MOA	L1000	0.00787310177157498	48	0.0351329201339439
p38 mapk inhibitor	All	MOA	L1000	0.00745279555838306	36	0.07554493278819022
fgfr inhibitor|vegfr inhibitor	All	MOA	L1000	0.00741129404651734	18	0.018689279669649842
angiotensin converting enzyme inhibitor	All	MOA	L1000	0.00740860178166354	48	0.03569389468906406
rna polymerase inhibitor	All	MOA	L1000	0.00739660472927958	42	0.033274718455892
sterol demethylase inhibitor	All	MOA	L1000	0.00738973318626558	42	0.031233255294985343
ppar receptor agonist|insulin sensitizer	All	MOA	L1000	0.0072093852018702	18	0.029159805670818627
benzodiazepine receptor agonist	All	MOA	L1000	0.00701188881426286	42	0.035486715277622746
bacterial antifolate	All	MOA	L1000	0.00684211580302368	12	0.06511615241745232
pdgfr tyrosine kinase receptor inhibitor|vegfr inhibitor	All	MOA	L1000	0.00680894729761156	12	0.016649979561688535
rho associated kinase inhibitor	All	MOA	L1000	0.006680104409835	36	0.019458236092093118
cathepsin inhibitor	All	MOA	L1000	0.00652473744648308	12	0.031911492021503625
vitamin d receptor agonist	All	MOA	L1000	0.0063872509184579	30	0.05890644634467838
aurora kinase inhibitor	All	MOA	L1000	0.00613483872902071	12	0.21867196985064535
cc chemokine receptor antagonist	All	MOA	L1000	0.00609060022050226	42	0.015314616597739888
bacterial 50s ribosomal subunit inhibitor	All	MOA	L1000	0.00604120985948189	30	0.028965677833725147
retinoid receptor agonist	All	MOA	L1000	0.00596264182434138	36	0.05523023384663436
nucleoside reverse transcriptase inhibitor	All	MOA	L1000	0.00572299633851539	24	0.01977807391999676
angiotensin receptor antagonist	All	MOA	L1000	0.0056002961296195	24	0.04880738133464871
adenosine receptor antagonist	All	MOA	L1000	0.00557929990486928	24	0.06796649006311462
dna synthesis inhibitor	All	MOA	L1000	0.0055049178050133	42	0.010466331286653516
hcv inhibitor	All	MOA	L1000	0.00547282995843913	42	0.019415241465298407
opioid receptor antagonist	All	MOA	L1000	0.00546996046204793	24	0.02306692000736655
raf inhibitor	All	MOA	L1000	0.00544845441142425	30	0.027417557611570637
potassium channel activator	All	MOA	L1000	0.00541163255518134	36	0.016837841082521947
hmgcr inhibitor	All	MOA	L1000	0.00535853115061557	30	0.0015779286693664294
monoamine oxidase inhibitor	All	MOA	L1000	0.00528635588888377	36	0.031205077573069145
bacterial 30s ribosomal subunit inhibitor	All	MOA	L1000	0.00520533774865217	30	0.034164920120718714
ppar receptor agonist	All	MOA	L1000	0.00510712996852856	18	0.03828316041572952
cannabinoid receptor antagonist	All	MOA	L1000	0.00481218945193192	12	0.04850486469325341
jnk inhibitor	All	MOA	L1000	0.00470075137146143	12	0.07013862682897887
vesicular monoamine transporter inhibitor	All	MOA	L1000	0.00469517738848849	12	0.07070914696813978
aldose reductase inhibitor	All	MOA	L1000	0.00453912485457842	12	0.1025959088489709
insulin sensitizer	All	MOA	L1000	0.00451927791306526	12	0.09126825725693412
estrogen receptor agonist	All	MOA	L1000	0.00450555200574056	36	0.010507149121358344
opioid receptor agonist	All	MOA	L1000	0.00432919669227791	18	0.053401583890949116
integrin antagonist	All	MOA	L1000	0.00430284176678045	30	0.021102237171767617
leukotriene receptor antagonist	All	MOA	L1000	0.00426852830412586	24	0.038472824496002554
tyrosine kinase inhibitor	All	MOA	L1000	0.00408815494050967	24	0.03049215927549307
carbonic anhydrase inhibitor	All	MOA	L1000	0.00407778899913288	30	0.00876473506444572
dna inhibitor	All	MOA	L1000	0.00407546022911449	30	0.016470175844378987
aromatase inhibitor	All	MOA	L1000	0.00402612302713882	18	0.0639913734901573
androgen receptor antagonist	All	MOA	L1000	0.00391379448735459	30	0.026317766598087503
dna methyltransferase inhibitor	All	MOA	L1000	0.00384767410756665	18	0.06655548815004003
bcl inhibitor	All	MOA	L1000	0.00380597437054162	18	-4.5385249977135785e-4
jak inhibitor	All	MOA	L1000	0.00377546998601749	30	0.010916976029419346
prostanoid receptor agonist	All	MOA	L1000	0.003772896081028	18	0.06677203528568607
hiv protease inhibitor	All	MOA	L1000	0.00366950455772687	30	0.0160355048316876
free radical scavenger	All	MOA	L1000	0.00364132431408345	24	0.04917655549951356
immunostimulant	All	MOA	L1000	0.00362113856409906	12	0.07766924368785993
nfkb pathway inhibitor	All	MOA	L1000	0.00361130390002191	24	0.018155700948464647
nitric oxide synthase inhibitor	All	MOA	L1000	0.00358647408386181	24	0.018032231273439583
parp inhibitor	All	MOA	L1000	0.00358104925550076	30	0.007677934510353094
estrogen receptor antagonist	All	MOA	L1000	0.00356071553088372	12	0.19431009747899103
androgen receptor modulator	All	MOA	L1000	0.00350327334687059	18	-0.01418370558872531
glutamate receptor antagonist	All	MOA	L1000	0.00339288497082395	30	0.012755025477595102
coagulation factor inhibitor	All	MOA	L1000	0.00337662148217821	24	0.0307711658143756
alk tyrosine kinase receptor inhibitor	All	MOA	L1000	0.00333459038029569	18	0.046121703625433705
angiogenesis inhibitor	All	MOA	L1000	0.00330006147796206	12	0.005032968006983045
vasopressin receptor antagonist	All	MOA	L1000	0.0032175533450523202	24	0.042765124456568465
tricyclic antidepressant	All	MOA	L1000	0.00321720529636647	12	0.03959549115000934
serotonin reuptake inhibitor	All	MOA	L1000	0.0032169862263656	24	0.0402844493728535
acat inhibitor	All	MOA	L1000	0.00318013780811417	18	-0.027409100121522808
potassium channel blocker	All	MOA	L1000	0.00315322256442583	24	0.03665590787313237
insulin secretagogue	All	MOA	L1000	0.00312597621774502	24	0.05336349969148043
sigma receptor antagonist	All	MOA	L1000	0.00312147904664787	18	-0.02745633646047889
chelating agent	All	MOA	L1000	0.00311879552194331	24	0.03394664005596201
estrogen receptor antagonist|selective estrogen receptor modulator (serm)	All	MOA	L1000	0.0030670834772754	12	0.0623190059863182
dna polymerase inhibitor	All	MOA	L1000	0.00297135551887869	18	0.04410772422295032
endothelin receptor antagonist	All	MOA	L1000	0.00296062374837496	24	0.028019889255469957
calcineurin inhibitor	All	MOA	L1000	0.00292609100084419	18	0.04379852037407549
selective serotonin reuptake inhibitor (ssri)	All	MOA	L1000	0.00292331926689391	24	-0.017412992451167054
atpase inhibitor	All	MOA	L1000	0.00291550253195331	18	0.02599918015279852
gaba receptor agonist	All	MOA	L1000	0.00289322762750838	18	0.0735628451763249
pkc inhibitor	All	MOA	L1000	0.00283518729862906	24	0.002322736020538502
dipeptidyl peptidase inhibitor	All	MOA	L1000	0.00281712365353347	18	0.04130742169357683
gaba receptor modulator	All	MOA	L1000	0.00280090082396331	24	0.008868568447228987
glutamate receptor agonist	All	MOA	L1000	0.00274098059443764	24	0.04019252082323042
non-nucleoside reverse transcriptase inhibitor	All	MOA	L1000	0.00274019862552701	24	-0.005020750665814206
calcium channel activator	All	MOA	L1000	0.00272570195502385	12	0.08138692624901453
calcitonin antagonist	All	MOA	L1000	0.00263902567492208	18	0.04889263632531031
carnitine palmitoyltransferase inhibitor	All	MOA	L1000	0.00247701202749463	12	0.09627119088546565
adenosine receptor agonist	All	MOA	L1000	0.00242276745430087	18	0.031170786013946114
cholesterol inhibitor	All	MOA	L1000	0.00242073420144496	18	0.02669292531540603
matrix metalloprotease inhibitor	All	MOA	L1000	0.0023856766238105	18	0.012199972853324265
cck receptor antagonist	All	MOA	L1000	0.00232077512230105	24	-0.0020933487785752152
gaba receptor antagonist	All	MOA	L1000	0.0022998759710703	12	0.06973097615325105
gonadotropin releasing factor hormone receptor agonist	All	MOA	L1000	0.00229045163089903	12	0.0824315372188372
progesterone receptor antagonist	All	MOA	L1000	0.00224369670835126	12	0.027658477795138314
dihydroorotate dehydrogenase inhibitor	All	MOA	L1000	0.00211949823269514	12	0.045814444153223693
lipase inhibitor	All	MOA	L1000	0.00208053595346515	12	0.03661314839349256
glucosidase inhibitor	All	MOA	L1000	0.00204776722303841	18	0.03199734493623635
hiv integrase inhibitor	All	MOA	L1000	0.00202652229171242	18	0.01071131904023847
benzodiazepine receptor antagonist	All	MOA	L1000	0.00202003175277729	18	0.029262830591180643
fungal squalene epoxidase inhibitor	All	MOA	L1000	0.00199877192012171	18	0.008325311052076012
mucolytic agent	All	MOA	L1000	0.00198631722990404	18	0.016684871702296038
t-type calcium channel blocker	All	MOA	L1000	0.00197537761104528	18	4.1708340299441654e-4
mineralocorticoid receptor antagonist	All	MOA	L1000	0.00193940772716451	18	-0.004876518324168173
elastase inhibitor	All	MOA	L1000	0.00190633575459735	12	0.09636682967809528
glutamate receptor modulator	All	MOA	L1000	0.00187780624129498	18	0.029242363268038002
diuretic	All	MOA	L1000	0.00186715261243404	12	0.03985482616005713
protein synthesis stimulant	All	MOA	L1000	0.00185479621802574	18	0.022841737241902246
lipoxygenase inhibitor	All	MOA	L1000	0.00184205011500683	18	0.011839538106944358
atp channel blocker	All	MOA	L1000	0.00182590394608524	18	0.043354706302046714
xanthine oxidase inhibitor	All	MOA	L1000	0.00182112900032168	18	0.006714509250960583
purinergic receptor antagonist	All	MOA	L1000	0.00177067311264506	18	0.007274409380762684
farnesyltransferase inhibitor	All	MOA	L1000	0.00171204365879751	18	-0.0017981179737934496
fatty acid synthase inhibitor	All	MOA	L1000	0.00163273163038311	12	0.13655071731019436
reverse transcriptase inhibitor	All	MOA	L1000	0.00161108191380084	18	0.008563509834873419
c-met inhibitor	All	MOA	L1000	0.00133054851949488	12	0.08852044886073551
sulfonylurea	All	MOA	L1000	0.00131379694375335	12	0.1206943890021904
acetylcholinesterase inhibitor	All	MOA	L1000	0.00124880580430382	12	0.07247679772106227
isocitrate dehydrogenase inhibitor	All	MOA	L1000	0.00121380384371612	12	0.03731752314858782
beta-secretase inhibitor	All	MOA	L1000	0.00120914424986171	12	0.08857795801302018
thromboxane synthase inhibitor	All	MOA	L1000	0.00119276524422878	12	0.043130309707519535
histamine receptor agonist	All	MOA	L1000	0.00116590564633548	12	0.08682494431404283
dna alkylating agent	All	MOA	L1000	0.00115072039327455	12	-0.008308785180634631
5 alpha reductase inhibitor	All	MOA	L1000	0.00114465402176037	12	0.08463029030709589
dopamine uptake inhibitor	All	MOA	L1000	0.00109496893072891	12	0.07618655023305854
dopamine reuptake inhibitor	All	MOA	L1000	0.00105707511222289	12	0.04828077314912664
nitric oxide stimulant	All	MOA	L1000	0.00104641155620665	12	0.021884688551681034
bruton's tyrosine kinase (btk) inhibitor	All	MOA	L1000	0.00103578939400571	12	0.04525598528337439
thymidylate synthase inhibitor	All	MOA	L1000	0.00102795038960602	12	0.012527404975563539
focal adhesion kinase inhibitor	All	MOA	L1000	0.00100269498529704	12	0.02357320375357935
glucose-dependent insulinotropic receptor (gdir, gpr119) agonists	All	MOA	L1000	0.00100041465496512	12	0.050714413526960586
tyrosinase inhibitor	All	MOA	L1000	9.87224281319583e-4	12	0.055464689342894724
thyrotropin releasing hormone receptor agonist	All	MOA	L1000	9.50240039113077e-4	12	0.005768074225887076
sodium/potassium/chloride transporter inhibitor	All	MOA	L1000	9.32563752442091e-4	12	0.05472220701547586
dna directed dna polymerase inhibitor	All	MOA	L1000	8.97185587465313e-4	12	0.02693782190214613
dna alkylating drug	All	MOA	L1000	8.86457766104122e-4	12	0.03167703317319969
acetylcholine release stimulant	All	MOA	L1000	8.8543092485589e-4	12	0.04417655497469136
oxidative stress inducer	All	MOA	L1000	8.80064850084941e-4	12	-0.00364999514988725
pim kinase inhibitor	All	MOA	L1000	8.76491084795807e-4	12	0.0031306108395319984
o6-alkylguanine-dna alkyltransferase inhibitor	All	MOA	L1000	8.74967174132432e-4	12	0.03325755044816249
cftr channel agonist	All	MOA	L1000	8.62749267336534e-4	12	0.0031855616401565904
cytochrome p450 inhibitor	All	MOA	L1000	8.60845677648884e-4	12	0.017607227748527347
platelet activating factor receptor antagonist	All	MOA	L1000	8.49165506962627e-4	12	-0.07891942352276474
dihydrofolate reductase inhibitor	All	MOA	L1000	8.38357652433507e-4	12	0.012822440391429194
alcohol dehydrogenase inhibitor	All	MOA	L1000	8.36576326369194e-4	12	0.008792049699059779
immunosuppressant	All	MOA	L1000	8.3400371940806e-4	12	-0.008234747043876106
growth hormone secretagogue receptor agonist	All	MOA	L1000	8.29795812819574e-4	12	0.011286520933308637
antiviral	All	MOA	L1000	8.04419438063166e-4	12	0.01044322605429994
tgf beta receptor inhibitor	All	MOA	L1000	7.86977620344337e-4	12	0.010360991437912241
membrane permeability inhibitor	All	MOA	L1000	7.86506917540866e-4	12	0.03769288432667291
neurotrophic agent	All	MOA	L1000	7.83881035237438e-4	12	-0.0136057021338216
cannabinoid receptor inverse agonist	All	MOA	L1000	7.77323806681134e-4	12	-0.00655396219746039
antithyroid agent	All	MOA	L1000	7.73965717221416e-4	12	0.0037157283002009524
beta lactamase inhibitor	All	MOA	L1000	7.67326287522078e-4	12	-0.05428559415707274
tumor necrosis factor release inhibitor	All	MOA	L1000	7.51184084017089e-4	12	-0.004423850883529611
trpv antagonist	All	MOA	L1000	7.39850734063755e-4	12	-0.005961096161957667
rna synthesis inhibitor	All	MOA	L1000	7.33322023221948e-4	12	-0.01162357270450674
adrenergic inhibitor	All	MOA	L1000	7.27059579378039e-4	12	-3.8294089074067996e-4
thrombin inhibitor	All	MOA	L1000	7.25307187098206e-4	12	-0.016226327582434648
thromboxane receptor antagonist	All	MOA	L1000	7.1098818077621e-4	12	-0.0284933644764269
nitric oxide donor	All	MOA	L1000	7.0526679540409e-4	12	-0.02643713964002497
ribonucleoside reductase inhibitor	All	MOA	L1000	6.72098749511439e-4	12	-0.02465003048888622
histamine receptor modulator	All	MOA	L1000	6.55498540745762e-4	12	-0.023347904338117162
bcr-abl kinase inhibitor	All	MOA	L1000	6.48342395086046e-4	12	-0.05763149260628312
calmodulin antagonist	All	MOA	L1000	6.39930975289384e-4	12	-0.03784847654967165
ribonucleotide reductase inhibitor	All	MOA	L1000	6.19169106014557e-4	12	-0.05884459717477242
