assay	compound	moa	dose	well	no_of_replicates_per_compound	median_replicate_correlation_compound	p_value_compound	no_of_compounds_per_moa	median_replicate_correlation_moa	p_value_moa
L1000	eperezolid	bacterial 30s ribosomal subunit inhibitor	0.04 uM	H12	3	0.1215973806300322	0.052	5	0.012782180961460946	0.613
L1000	epinastine	histamine receptor antagonist	0.04 uM	M12	3	0.1015212485260115	0.058	24	0.03057111591228856	0.338
L1000	epinephrine	NA	0.04 uM	E06	3	0.0011560630552921	0.738	NA	NA	NA
L1000	epirizole	cyclooxygenase inhibitor	0.04 uM	E24	3	0.1126368430451987	0.047	27	0.021509994297136247	0.8
L1000	epirubicin	topoisomerase inhibitor	0.04 uM	E12	3	0.1579748618839498	0.009	15	0.012178375448432914	0.889
L1000	epitiostanol	androgen receptor agonist	0.04 uM	J24	4	0.091603696976565	0.029	3	0.04766271383912794	0.284
L1000	epothilone-b	NA	0.04 uM	C12	3	0.2713062189980562	0	NA	NA	NA
L1000	equol	estrogen receptor agonist	0.04 uM	L06	3	0.0171167413965605	0.565	6	0.03895864701383736	0.32
L1000	ercalcitriol	vitamin d receptor agonist	0.04 uM	J24	3	0.1072402684842133	0.042	5	0.03285022338570093	0.403
L1000	erlotinib	egfr inhibitor	0.04 uM	G06	3	0.044307818605997	0.267	13	0.03209830980265936	0.311
L1000	erteberel	estrogen receptor agonist	0.04 uM	B24	3	0.0377027379198238	0.319	6	0.03895864701383736	0.32
L1000	erythromycin	nfkb pathway inhibitor	0.04 uM	C12	3	0.0077967224940757	0.592	4	0.04729726379384144	0.285
L1000	erythromycin	nfkb pathway inhibitor	0.04 uM	G12	3	0.0077967224940757	0.708	4	0.04729726379384144	0.285
L1000	escitalopram	selective serotonin reuptake inhibitor (ssri)	0.04 uM	H24	3	0.0483958322253819	0.39	4	-0.04730784603349876	0.95
L1000	esmolol	adrenergic receptor antagonist	0.04 uM	M18	3	0.036619118589203	0.328	31	0.02824026971230739	0.436
L1000	estramustine	dna alkylating drug	0.04 uM	H12	3	0.079611024048078	0.165	NA	NA	NA
L1000	estramustine-phosphate	NA	0.04 uM	A12	4	0.0305348710306159	0.43	NA	NA	NA
L1000	estriol	estrogen receptor agonist	0.04 uM	P18	3	0.0450920192322587	0.427	6	0.03895864701383736	0.32
L1000	estrone	NA	0.04 uM	C18	3	6.243607934018e-4	0.75	NA	NA	NA
L1000	etacrynic-acid	sodium/potassium/chloride transporter inhibitor	0.04 uM	H12	3	0.1222540270740732	0.05	NA	NA	NA
L1000	etanidazole	bacterial cell wall synthesis inhibitor	0.04 uM	K18	3	0.1338211902512977	0.034	14	0.018874742089081693	0.725
L1000	etazolate	phosphodiesterase inhibitor	0.04 uM	J06	3	0.0096437126520819	0.701	28	0.03431174021657605	0.199
L1000	ethinyl-estradiol	NA	0.04 uM	K06	4	-0.0042041277093482	0.876	NA	NA	NA
L1000	ethylenediaminetetraacetic-acid	pkc inhibitor	0.04 uM	B12	3	0.1116236455770646	0.065	4	-0.03270483459588233	0.905
L1000	etizolam	benzodiazepine receptor agonist	0.04 uM	D12	3	0.1385319039151243	0.026	7	0.04971988127303205	0.199
L1000	etodolac	cyclooxygenase inhibitor	0.04 uM	J06	3	0.069865239766367	0.176	27	0.021509994297136247	0.8
L1000	etofylline-clofibrate	NA	0.04 uM	N18	3	0.1075551090702525	0.071	NA	NA	NA
L1000	etomidate	gaba receptor modulator	0.04 uM	O18	3	-0.0046729071649707	0.78	4	-0.041958248021850456	0.935
L1000	etomoxir	carnitine palmitoyltransferase inhibitor	0.04 uM	E18	3	0.028647723937114	0.377	NA	NA	NA
L1000	etoposide	topoisomerase inhibitor	0.04 uM	P24	3	0.0251882354320228	0.619	15	0.012178375448432914	0.889
L1000	etoricoxib	cyclooxygenase inhibitor	0.04 uM	K06	3	0.005148990543895	0.725	27	0.021509994297136247	0.8
L1000	etravirine	non-nucleoside reverse transcriptase inhibitor	0.04 uM	I12	3	0.1097345970182575	0.135	4	8.136442945324103e-4	0.716
L1000	eugenol	androgen receptor antagonist	0.04 uM	M06	3	0.0573715169234428	0.22	5	0.008591733521444852	0.654
L1000	everolimus	mtor inhibitor	0.04 uM	H06	3	0.2333557571035509	0.001	6	0.3847240198679786	0
L1000	evp-6124	acetylcholine receptor agonist	0.04 uM	M06	3	0.0246162341700606	0.453	8	0.015122660302234282	0.688
L1000	exalamide	membrane permeability inhibitor	0.04 uM	C12	3	-0.0034421500517076	0.745	NA	NA	NA
L1000	exemestane	aromatase inhibitor	0.04 uM	A24	2	0.149763577308249	0.079	3	0.005931244726920643	0.559
L1000	exherin	NA	0.04 uM	H18	3	0.0387314416456016	0.308	NA	NA	NA
L1000	fadrozole	aromatase inhibitor	0.04 uM	N18	3	0.0535154067768424	0.255	3	0.005931244726920643	0.559
L1000	famciclovir	dna polymerase inhibitor	0.04 uM	B24	3	0.088265664757465	0.078	3	-0.01668693972772681	0.685
L1000	famotidine	histamine receptor antagonist	0.04 uM	D24	4	0.035367923495239	0.314	24	0.03057111591228856	0.338
L1000	faropenem	NA	0.04 uM	M06	3	0.0770686841919867	0.131	NA	NA	NA
L1000	fasudil	rho associated kinase inhibitor	0.04 uM	L06	3	-0.0080730934436872	0.866	6	-0.01842980189280403	0.927
L1000	favipiravir	rna polymerase inhibitor	0.04 uM	B24	3	0.04752548629448	0.252	7	0.04118885161138401	0.29
L1000	fdcyd	dna methyltransferase inhibitor	0.04 uM	P06	3	0.3210017864740458	0.001	3	0.05475926534854291	0.248
L1000	febuxostat	xanthine oxidase inhibitor	0.04 uM	I18	3	0.0668450522581208	0.155	3	-0.09722087970347627	0.945
L1000	felbinac	cyclooxygenase inhibitor	0.04 uM	P18	3	0.0626432199928659	0.276	27	0.021509994297136247	0.8
L1000	felodipine	calcium channel blocker	0.04 uM	G12	3	0.0465713878288516	0.265	15	0.037350027101995545	0.218
L1000	fenobam	glutamate receptor antagonist	0.04 uM	O18	2	0.256643350280192	0.007	5	0.05008712791722887	0.239
L1000	fenoterol	adrenergic receptor agonist	0.04 uM	I06	3	0.0138295417307933	0.621	20	0.023120714874278935	0.659
L1000	fenticonazole	bacterial cell wall synthesis inhibitor	0.04 uM	N24	3	0.0523490241766212	0.236	14	0.018874742089081693	0.725
L1000	fexofenadine	histamine receptor antagonist	0.04 uM	L12	3	0.0016599752812843	0.757	24	0.03057111591228856	0.338
L1000	fiacitabine	dna synthesis inhibitor	0.04 uM	L24	3	0.0052070520262797	0.669	7	0.03550126678899226	0.374
L1000	fidarestat	aldose reductase inhibitor	0.04 uM	G12	3	0.0053061693875558	0.733	NA	NA	NA
L1000	fidaxomicin	rna polymerase inhibitor	0.04 uM	D18	3	0.0687246851291713	0.129	7	0.04118885161138401	0.29
L1000	filgotinib	jak inhibitor	0.04 uM	H18	3	0.0238417261314198	0.484	5	-0.04061491369470634	0.956
L1000	finasteride	5 alpha reductase inhibitor	0.04 uM	A18	3	0.063340936888061	0.204	NA	NA	NA
L1000	fipronil	NA	0.04 uM	O24	3	0.1385307637459103	0.024	NA	NA	NA
L1000	firategrast	integrin antagonist	0.04 uM	L06	3	0.0320176774694991	0.398	5	0.031415297388940146	0.422
L1000	flavoxate	acetylcholine receptor antagonist	0.04 uM	H18	2	0.1022324034904878	0.117	21	0.024049673768068394	0.598
L1000	flecainide	sodium channel blocker	0.04 uM	I06	3	0.0346287582765587	0.412	11	0.05456462501098568	0.073
L1000	floxuridine	dna synthesis inhibitor	0.04 uM	P18	3	0.3509910026670976	0	7	0.03550126678899226	0.374
L1000	fluconazole	sterol demethylase inhibitor	0.04 uM	G24	3	-0.0011588267382549	0.771	7	0.05313029804854559	0.164
L1000	fludarabine-phosphate	NA	0.04 uM	K24	3	0.063378168680589	0.204	NA	NA	NA
L1000	fludroxycortide	glucocorticoid receptor agonist	0.04 uM	N12	3	0.2289059878540576	0	14	0.3021105579944646	0
L1000	flumatinib	bcr-abl kinase inhibitor	0.04 uM	F06	3	-0.0030303068209459	0.81	NA	NA	NA
L1000	flumazenil	benzodiazepine receptor antagonist	0.04 uM	M06	3	0.0622583232902795	0.193	3	0.029630119042613687	0.4
L1000	fluocinonide	glucocorticoid receptor agonist	0.04 uM	P12	3	0.4075073488252666	0	14	0.3021105579944646	0
L1000	fluorometholone	glucocorticoid receptor agonist	0.04 uM	G06	2	0.3162176782876118	0.001	14	0.3021105579944646	0
L1000	fluorouracil	NA	0.04 uM	J24	3	0.013454269841831	0.642	NA	NA	NA
L1000	fluoxetine	selective serotonin reuptake inhibitor (ssri)	0.04 uM	A18	3	0.0853669293404518	0.105	4	-0.04730784603349876	0.95
L1000	fluphenazine	dopamine receptor antagonist	0.04 uM	K24	3	-0.2068236933825103	1	19	0.04508661046189499	0.071
L1000	fluspirilene	dopamine receptor antagonist	0.04 uM	L12	2	0.1709083598623884	0.04	19	0.04508661046189499	0.071
L1000	flutamide	androgen receptor antagonist	0.04 uM	A24	2	0.0456243432968542	0.433	5	0.008591733521444852	0.654
L1000	fluticasone	glucocorticoid receptor agonist	0.04 uM	B24	3	0.3399579190349606	0	14	0.3021105579944646	0
L1000	flutrimazole	sterol demethylase inhibitor	0.04 uM	B18	4	0.0136344455659844	0.62	7	0.05313029804854559	0.164
L1000	fluvoxamine	selective serotonin reuptake inhibitor (ssri)	0.04 uM	H18	3	0.0293527602859808	0.407	4	-0.04730784603349876	0.95
L1000	folic-acid	NA	0.04 uM	O24	3	0.0434098067056998	0.325	NA	NA	NA
L1000	fomepizole	alcohol dehydrogenase inhibitor	0.04 uM	F06	3	0.0254537057858914	0.413	NA	NA	NA
L1000	fomocaine	NA	0.04 uM	B18	3	0.0341952081554911	0.339	NA	NA	NA
L1000	foretinib	vegfr inhibitor	0.04 uM	P24	4	0.0791506282731634	0.084	4	-0.008459023876866194	0.782
L1000	formestane	aromatase inhibitor	0.04 uM	O18	3	0.1090348446621951	0.051	3	0.005931244726920643	0.559
L1000	formoterol	adrenergic receptor agonist	0.04 uM	I18	2	-0.0238542592924202	0.941	20	0.023120714874278935	0.659
L1000	forskolin	NA	0.04 uM	J12	3	0.0857222710722465	0.11	NA	NA	NA
L1000	fosfomycin	bacterial cell wall synthesis inhibitor	0.04 uM	I24	3	0.0549418493527909	0.226	14	0.018874742089081693	0.725
L1000	fostamatinib	NA	0.04 uM	D24	3	0.0080405674874595	0.676	NA	NA	NA
L1000	fpl-62064	NA	0.04 uM	M12	3	0.0023909333976151	0.769	NA	NA	NA
L1000	ftorafur	thymidylate synthase inhibitor	0.04 uM	O12	3	0.0976696213006153	0.067	NA	NA	NA
L1000	fulvestrant	estrogen receptor antagonist	0.04 uM	O12	4	0.0239446891644701	0.551	NA	NA	NA
L1000	fusidic-acid	bacterial 30s ribosomal subunit inhibitor	0.04 uM	L18	3	-0.0162745119306446	0.922	5	0.012782180961460946	0.613
L1000	gabapentin	calcium channel blocker	0.04 uM	M24	3	0.0876245061268648	0.07	15	0.037350027101995545	0.218
L1000	galeterone	androgen receptor modulator	0.04 uM	A18	3	-0.0098249402863865	0.829	3	-0.019090720958234397	0.698
L1000	ganaxolone	gaba receptor modulator	0.04 uM	H24	3	0.2207831555858272	0.009	4	-0.041958248021850456	0.935
L1000	gatifloxacin	bacterial dna gyrase inhibitor	0.04 uM	B12	3	0.0470205312456507	0.3	11	0.04141624525593326	0.208
L1000	gdc-0068	akt inhibitor	0.04 uM	I12	3	0.0146837896486949	0.728	6	0.00418091178612946	0.764
L1000	gdc-0152	xiap inhibitor	0.04 uM	M06	3	0.0890225720304671	0.098	3	0.051281267906777145	0.27
L1000	gdc-0199	bcl inhibitor	0.04 uM	G06	3	-6.659046124847e-4	0.767	3	0.05338847346204089	0.257
L1000	gdc-0834	bruton's tyrosine kinase (btk) inhibitor	0.04 uM	H12	3	0.0032967782645695	0.825	NA	NA	NA
L1000	gefitinib	egfr inhibitor	0.04 uM	H18	3	0.0648158285510218	0.138	13	0.03209830980265936	0.311
L1000	gemcitabine	ribonucleotide reductase inhibitor	0.04 uM	N18	3	0.4320261315600281	0	NA	NA	NA
L1000	gemfibrozil	NA	0.04 uM	M24	3	0.048341232493712	0.247	NA	NA	NA
L1000	gemifloxacin	bacterial dna gyrase inhibitor	0.04 uM	H24	3	0.0326694206009483	0.512	11	0.04141624525593326	0.208
L1000	genz-644282	topoisomerase inhibitor	0.04 uM	E06	3	0.4311414546164258	0	15	0.012178375448432914	0.889
L1000	gestrinone	progesterone receptor antagonist	0.04 uM	P18	3	0.0624733161780394	0.281	NA	NA	NA
L1000	gimeracil	NA	0.04 uM	N18	3	-0.0034832445265362	0.796	NA	NA	NA
L1000	ginkgolide-b	NA	0.04 uM	F18	3	0.0533237044011474	0.243	NA	NA	NA
L1000	glasdegib	NA	0.04 uM	L06	3	0.0784334663902707	0.129	NA	NA	NA
L1000	gliclazide	NA	0.04 uM	P06	3	0.053756875549267	0.391	NA	NA	NA
L1000	glimepiride	insulin secretagogue	0.04 uM	K24	3	0.0827543728025015	0.112	4	0.037919438672735645	0.352
L1000	glipizide	sulfonylurea	0.04 uM	B18	3	0.0699419919744071	0.13	NA	NA	NA
L1000	gliquidone	sulfonylurea	0.04 uM	B18	3	0.0753004679603716	0.117	NA	NA	NA
L1000	glycitein	tumor necrosis factor release inhibitor	0.04 uM	M18	3	0.021441613201412	0.48	NA	NA	NA
L1000	glycopyrrolate	acetylcholine receptor antagonist	0.04 uM	N24	3	0.0140071094790522	0.616	21	0.024049673768068394	0.598
L1000	golvatinib	vegfr inhibitor	0.04 uM	F18	3	0.0442058475901606	0.288	4	-0.008459023876866194	0.782
L1000	goserelin-acetate	gonadotropin releasing factor hormone receptor agonist	0.04 uM	L24	3	0.1500672807430983	0.01	NA	NA	NA
L1000	granisetron	serotonin receptor antagonist	0.04 uM	M12	3	0.0372256364180145	0.386	12	0.05453724129534295	0.077
L1000	grazoprevir	hcv inhibitor	0.04 uM	N12	3	0.0335111707675663	0.34	7	0.04830205826337853	0.212
L1000	griseofulvin	tubulin inhibitor	0.04 uM	C06	3	0.0931139799277202	0.056	8	0.08910115071583247	0.026
L1000	gsk1292263	glucose-dependent insulinotropic receptor (gdir, gpr119) agonists	0.04 uM	G24	3	0.003039772207095	0.739	NA	NA	NA
L1000	gsk2110183	akt inhibitor	0.04 uM	A12	3	-6.049391216477e-4	0.764	6	0.00418091178612946	0.764
L1000	gsk256066	phosphodiesterase inhibitor	0.04 uM	B24	3	0.0660800824058044	0.149	28	0.03431174021657605	0.199
L1000	gsk2636771	pi3k inhibitor	0.04 uM	K18	3	0.1074825015677753	0.073	7	0.024469015982466414	0.523
L1000	guanabenz	adrenergic receptor agonist	0.04 uM	E06	3	0.0122982145455133	0.6	20	0.023120714874278935	0.659
L1000	guanadrel	adrenergic inhibitor	0.04 uM	J24	3	0.0028236981469905	0.772	NA	NA	NA
L1000	guanethidine	adrenergic inhibitor	0.04 uM	D12	3	0.0120616769768372	0.63	NA	NA	NA
L1000	gw842166	cannabinoid receptor agonist	0.04 uM	B12	3	0.031472256920568	0.434	3	-0.09476375191215983	0.94
L1000	halcinonide	glucocorticoid receptor agonist	0.04 uM	C06	3	0.2430134636716933	0	14	0.3021105579944646	0
L1000	haloperidol	dopamine receptor antagonist	0.04 uM	N12	3	-0.0020117961212072	0.786	19	0.04508661046189499	0.071
L1000	hc-030031	NA	0.04 uM	G12	3	0.0678096445022115	0.134	NA	NA	NA
L1000	hesperidin	NA	0.04 uM	F18	3	0.0311618757130075	0.39	NA	NA	NA
L1000	hexachlorophene	potassium channel activator	0.04 uM	M24	3	0.1548836801865244	0.015	6	-0.00863491818184327	0.875
L1000	histamine	histamine receptor agonist	0.04 uM	H18	4	0.030315481623767	0.419	NA	NA	NA
L1000	homochlorcyclizine	NA	0.04 uM	J06	3	0.0650687192064285	0.202	NA	NA	NA
L1000	homoharringtonine	protein synthesis inhibitor	0.04 uM	L12	3	0.3481604419221399	0	6	0.03385420571185717	0.388
L1000	honokiol	akt inhibitor	0.04 uM	A24	3	0.0356407787677522	0.503	6	0.00418091178612946	0.764
L1000	hydrocortisone	glucocorticoid receptor agonist	0.04 uM	E24	2	0.1206219159635883	0.101	14	0.3021105579944646	0
L1000	hydroxyurea	ribonucleoside reductase inhibitor	0.04 uM	C18	3	-0.0021690470726152	0.781	NA	NA	NA
L1000	hymecromone	monoamine oxidase inhibitor	0.04 uM	E18	3	0.0977990566886782	0.048	6	0.012034169170134036	0.673
L1000	hypericin	tyrosine kinase inhibitor	0.04 uM	M18	3	0.0897189689735711	0.075	4	0.042087530807561446	0.328
L1000	i-bet-762	NA	0.04 uM	A24	3	0.145443986579918	0.029	NA	NA	NA
L1000	ib-meca	adenosine receptor agonist	0.04 uM	B12	3	0.0329107897425039	0.425	3	0.02931698664294796	0.402
L1000	ibrutinib	NA	0.04 uM	G24	3	0.0219311537949824	0.525	NA	NA	NA
L1000	ibudilast	NA	0.04 uM	E12	3	0.0233962412318815	0.49	NA	NA	NA
L1000	ibuprofen	cyclooxygenase inhibitor	0.04 uM	L18	3	0.0149836052952983	0.578	27	0.021509994297136247	0.8
L1000	ibutamoren	growth hormone secretagogue receptor agonist	0.04 uM	C06	3	0.0052318894610179	0.706	NA	NA	NA
L1000	ici-162846	histamine receptor antagonist	0.04 uM	M18	3	-0.0101758416107677	0.875	24	0.03057111591228856	0.338
L1000	ici-185,282	thromboxane receptor antagonist	0.04 uM	J06	3	-0.0187638653142767	0.938	NA	NA	NA
L1000	ici-192605	thromboxane receptor antagonist	0.04 uM	K24	3	0.0280995142385403	0.463	NA	NA	NA
L1000	idalopirdine	serotonin receptor antagonist	0.04 uM	N24	3	0.0869638490582412	0.092	12	0.05453724129534295	0.077
L1000	idelalisib	pi3k inhibitor	0.04 uM	I06	3	0.1213791839290559	0.041	7	0.024469015982466414	0.523
L1000	idoxuridin	dna synthesis inhibitor	0.04 uM	M18	3	0.0244412667382623	0.446	7	0.03550126678899226	0.374
L1000	ifosfamide	dna alkylating agent	0.04 uM	P06	3	0.0662877517436049	0.299	NA	NA	NA
L1000	iguratimod	NA	0.04 uM	O24	3	0.0262829343804738	0.488	NA	NA	NA
L1000	ilomastat	matrix metalloprotease inhibitor	0.04 uM	D06	3	-0.0113741874353341	0.872	3	-0.051065089790967744	0.832
L1000	imatinib	NA	0.04 uM	A24	3	0.0432062748877024	0.418	NA	NA	NA
L1000	imexon	NA	0.04 uM	N12	3	0.1920554100073087	0.003	NA	NA	NA
L1000	imiloxan	adrenergic receptor antagonist	0.04 uM	M06	3	0.0021748022364999	0.711	31	0.02824026971230739	0.436
L1000	imipramine	NA	0.04 uM	E06	3	-0.0072583672433985	0.831	NA	NA	NA
L1000	imiquimod	NA	0.04 uM	E12	2	0.0088454375449132	0.636	NA	NA	NA
L1000	indacaterol	adrenergic receptor agonist	0.04 uM	E18	3	0.0730532219722013	0.112	20	0.023120714874278935	0.659
L1000	indapamide	NA	0.04 uM	G06	3	0.0870426396643386	0.1	NA	NA	NA
L1000	indibulin	tubulin inhibitor	0.04 uM	G24	3	0.1181430520637965	0.039	8	0.08910115071583247	0.026
L1000	indinavir	hiv protease inhibitor	0.04 uM	H12	3	0.0990312178100282	0.108	5	-0.04680464503202203	0.966
L1000	indiplon	NA	0.04 uM	I06	3	0.0666099988930677	0.146	NA	NA	NA
L1000	indirubin	NA	0.04 uM	M12	3	0.0552599170659945	0.248	NA	NA	NA
L1000	indobufen	NA	0.04 uM	E06	3	0.0156277130731041	0.556	NA	NA	NA
L1000	indole	NA	0.04 uM	H24	4	0.0415005958401935	0.45	NA	NA	NA
L1000	indoprofen	cyclooxygenase inhibitor|prostanoid receptor antagonist	0.04 uM	O18	3	0.0935317834338595	0.076	4	0.03326156242233237	0.387
L1000	indoramin	adrenergic receptor antagonist	0.04 uM	I24	2	0.0960584476951226	0.169	31	0.02824026971230739	0.436
L1000	ingenol-mebutate	NA	0.04 uM	D24	3	0.4349004198742463	0	NA	NA	NA
L1000	iniparib	parp inhibitor	0.04 uM	P06	3	0.0929467427855694	0.165	5	0.01347797746280138	0.606
L1000	inosine	neurotrophic agent	0.04 uM	J24	3	0.0293410288527583	0.453	NA	NA	NA
L1000	inositol	insulin sensitizer	0.04 uM	P06	3	6.471103587421e-4	0.86	NA	NA	NA
L1000	iowh032	NA	0.04 uM	L24	3	0.059383119317547	0.152	NA	NA	NA
L1000	ipratropium	acetylcholine receptor antagonist	0.04 uM	L18	2	0.0810979879580386	0.162	21	0.024049673768068394	0.598
L1000	ipriflavone	NA	0.04 uM	E18	3	0.008817612997493	0.624	NA	NA	NA
L1000	irinotecan	topoisomerase inhibitor	0.04 uM	C18	3	0.0813018200232693	0.116	15	0.012178375448432914	0.889
L1000	isbufylline	phosphodiesterase inhibitor	0.04 uM	I24	3	0.0270091499037696	0.483	28	0.03431174021657605	0.199
L1000	isoconazole	NA	0.04 uM	E06	3	0.0976446560185982	0.07	NA	NA	NA
L1000	isofloxythepin	dopamine receptor antagonist	0.04 uM	P12	3	0.0398574741343323	0.341	19	0.04508661046189499	0.071
L1000	isosorbide	nitric oxide stimulant	0.04 uM	F06	3	0.0663474413202289	0.139	NA	NA	NA
L1000	isradipine	calcium channel blocker	0.04 uM	D06	3	0.0426515128231632	0.25	15	0.037350027101995545	0.218
L1000	istaroxime	atpase inhibitor	0.04 uM	K18	3	0.1015914066405477	0.086	3	-0.010243564100703399	0.65
L1000	itopride	dopamine receptor antagonist	0.04 uM	M12	3	0.0576656569247849	0.228	19	0.04508661046189499	0.071
L1000	ivabradine	NA	0.04 uM	B24	3	0.0337420253948296	0.365	NA	NA	NA
L1000	ivacaftor	NA	0.04 uM	F24	3	0.0912081319652694	0.101	NA	NA	NA
L1000	ivermectin	gaba receptor agonist	0.04 uM	J24	3	0.0798383220049463	0.112	3	0.01845145414908906	0.468
L1000	ixabepilone	NA	0.04 uM	B12	3	2.594447839828e-4	0.809	NA	NA	NA
L1000	josamycin	NA	0.04 uM	D06	3	0.0480299569171709	0.213	NA	NA	NA
L1000	kakonein	NA	0.04 uM	O24	3	0.1340708364586002	0.027	NA	NA	NA
L1000	kbg	NA	0.04 uM	B24	4	0.0738378283705471	0.065	NA	NA	NA
L1000	kd-023	acat inhibitor	0.04 uM	L24	3	0.0497872109927751	0.215	3	-0.06868249113082911	0.9
L1000	kd025	rho associated kinase inhibitor	0.04 uM	C18	3	0.0199216881717472	0.49	6	-0.01842980189280403	0.927
L1000	ketoconazole	sterol demethylase inhibitor	0.04 uM	L24	3	0.064591411242553	0.132	7	0.05313029804854559	0.164
L1000	ketoprofen	cyclooxygenase inhibitor	0.04 uM	O18	3	0.1536593885513072	0.008	27	0.021509994297136247	0.8
L1000	ketorolac	cyclooxygenase inhibitor	0.04 uM	H12	3	0.0069311144102716	0.798	27	0.021509994297136247	0.8
L1000	ketotifen	NA	0.04 uM	C18	3	-0.0350267310566819	0.975	NA	NA	NA
L1000	kpt-330	NA	0.04 uM	E18	3	0.0902562180010462	0.062	NA	NA	NA
L1000	kw-2449	NA	0.04 uM	K24	3	0.1586248934189046	0.009	NA	NA	NA
L1000	kw-2478	hsp inhibitor	0.04 uM	J06	3	0.0402585722823387	0.343	5	0.1202837558186641	0.015
L1000	kx2-391	NA	0.04 uM	F24	3	0.0288836150041309	0.508	NA	NA	NA
L1000	l-citrulline	nitric oxide stimulant	0.04 uM	B24	3	0.2066455140421972	0.002	NA	NA	NA
L1000	l-ergothioneine	free radical scavenger	0.04 uM	P06	3	0.1400639326626495	0.044	4	0.07836164013257657	0.133
L1000	l-name	nitric oxide synthase inhibitor	0.04 uM	G06	3	0.017006000116995	0.52	4	0.027122592739717108	0.442
L1000	labetalol	adrenergic receptor antagonist	0.04 uM	N18	3	0.0795953550718927	0.126	31	0.02824026971230739	0.436
L1000	lacitol	NA	0.04 uM	K18	3	0.0909213202565464	0.106	NA	NA	NA
L1000	lacosamide	NA	0.04 uM	C06	3	-0.0027415040612651	0.8	NA	NA	NA
L1000	lafutidine	histamine receptor antagonist	0.04 uM	P24	3	-0.0141187983509632	0.94	24	0.03057111591228856	0.338
L1000	lamivudine	nucleoside reverse transcriptase inhibitor	0.04 uM	N12	4	0.0755347210226254	0.054	4	0.06901797296356074	0.169
L1000	lamotrigine	NA	0.04 uM	E12	3	0.1873600771407071	0	NA	NA	NA
L1000	lapatinib	NA	0.04 uM	D12	3	0.0044281209000134	0.731	NA	NA	NA
L1000	lasalocid	NA	0.04 uM	P06	3	0.5412710504116479	0	NA	NA	NA
L1000	latanoprost	prostanoid receptor agonist	0.04 uM	N06	3	0.1765129486305874	0.003	3	-0.010228395424619506	0.65
L1000	lcl-161	xiap inhibitor	0.04 uM	D06	3	0.0263408161167499	0.391	3	0.051281267906777145	0.27
L1000	ledipasvir	hcv inhibitor	0.04 uM	E24	3	-0.0049044355293558	0.786	7	0.04830205826337853	0.212
L1000	leflunomide	NA	0.04 uM	M24	2	0.0706870014747269	0.231	NA	NA	NA
L1000	lenalidomide	NA	0.04 uM	N06	3	0.0435904417664098	0.248	NA	NA	NA
L1000	lenvatinib	NA	0.04 uM	G06	3	0.1741029300838006	0.011	NA	NA	NA
L1000	lerisetron	serotonin receptor antagonist	0.04 uM	E18	3	0.1106349607566368	0.033	12	0.05453724129534295	0.077
L1000	lersivirine	non-nucleoside reverse transcriptase inhibitor	0.04 uM	P12	4	8.951850656953e-4	0.867	4	8.136442945324103e-4	0.716
L1000	lestaurtinib	NA	0.04 uM	G06	3	0.1511079972393577	0.02	NA	NA	NA
L1000	letermovir	NA	0.04 uM	L12	2	0.2165976555592369	0.013	NA	NA	NA
L1000	levalbuterol	adrenergic receptor agonist	0.04 uM	L12	3	0.0590829659464698	0.231	20	0.023120714874278935	0.659
