moa	no_of_replicates	dose	matching_score	assay	p_value	pass_thresh	neg_log_10_p_val
prostanoid receptor agonist	3	0.12 uM	0.06656520991043777	L1000	0.184	FALSE	0.7351821769904635
prostanoid receptor antagonist	3	0.12 uM	0.06398913127998854	L1000	0.192	FALSE	0.7166987712964504
proteasome inhibitor	4	0.12 uM	0.06801762776302017	L1000	0.14	FALSE	0.8538719643217619
protein synthesis inhibitor	6	0.12 uM	0.06393943048959078	L1000	0.1	FALSE	1
protein synthesis stimulant	3	0.12 uM	-0.010723585132165044	L1000	0.648	FALSE	0.18842499412940666
purinergic receptor antagonist	3	0.12 uM	0.01664252508385946	L1000	0.468	FALSE	0.32975414692587596
raf inhibitor	5	0.12 uM	0.05544394458991879	L1000	0.181	FALSE	0.7423214251308154
retinoid receptor agonist	6	0.12 uM	0.003666709252811213	L1000	0.716	FALSE	0.14508697769214446
reverse transcriptase inhibitor	3	0.12 uM	0.07791686596657772	L1000	0.151	FALSE	0.8210230527068306
rho associated kinase inhibitor	6	0.12 uM	-0.01007363074046483	L1000	0.856	FALSE	0.06752623532284678
rna polymerase inhibitor	7	0.12 uM	0.04169591785569699	L1000	0.234	FALSE	0.6307841425898572
selective serotonin reuptake inhibitor (ssri)	4	0.12 uM	-0.028072469364049023	L1000	0.873	FALSE	0.05898575629443027
serotonin receptor agonist	12	0.12 uM	-0.005439137818789814	L1000	0.978	FALSE	0.009661145212398569
serotonin receptor agonist|serotonin receptor antagonist	3	0.12 uM	0.06183805607779679	L1000	0.206	FALSE	0.6861327796308466
serotonin receptor antagonist	12	0.12 uM	0.03370916504178709	L1000	0.255	FALSE	0.5934598195660449
serotonin reuptake inhibitor	4	0.12 uM	-0.06919825377888669	L1000	0.968	FALSE	0.014124642691606345
sigma receptor antagonist	3	0.12 uM	-0.05340025273572771	L1000	0.853	FALSE	0.06905096883247698
sodium channel blocker	11	0.12 uM	0.01999062119935892	L1000	0.578	FALSE	0.23807216157947098
sterol demethylase inhibitor	7	0.12 uM	0.009273612948439001	L1000	0.729	FALSE	0.1372724716820254
t-type calcium channel blocker	3	0.12 uM	-0.08606036037638044	L1000	0.931	FALSE	0.031050319018657353
tachykinin antagonist	6	0.12 uM	0.005904452600565936	L1000	0.695	FALSE	0.15801519540988615
topoisomerase inhibitor	15	0.12 uM	0.01684000309737092	L1000	0.713	FALSE	0.14691047014813446
tubulin inhibitor	8	0.12 uM	0.022460737863476875	L1000	0.506	FALSE	0.2958494831602009
tyrosine kinase inhibitor	4	0.12 uM	0.006546472029738891	L1000	0.657	FALSE	0.1824346304402192
vasopressin receptor antagonist	4	0.12 uM	0.01142009747064112	L1000	0.604	FALSE	0.21896306137886817
vegfr inhibitor	4	0.12 uM	-0.006830478924389545	L1000	0.755	FALSE	0.12205304837081175
vitamin d receptor agonist	5	0.12 uM	0.0637653511663383	L1000	0.135	FALSE	0.8696662315049939
xanthine oxidase inhibitor	3	0.12 uM	-0.07552644210140852	L1000	0.917	FALSE	0.03763066432997889
xiap inhibitor	3	0.12 uM	0.04332418042907737	L1000	0.296	FALSE	0.5287082889410615
acat inhibitor	3	0.37 uM	0.0046466733318583486	L1000	0.593	FALSE	0.22694530663573742
acetylcholine receptor agonist	8	0.37 uM	0.11547448476683238	L1000	0.003	TRUE	2.5228787452803374
acetylcholine receptor antagonist	21	0.37 uM	0.032626033261054524	L1000	0.276	FALSE	0.5590909179347823
adenosine receptor agonist	3	0.37 uM	0.022152702297397967	L1000	0.48	FALSE	0.3187587626244128
adenosine receptor antagonist	4	0.37 uM	0.05386339085773438	L1000	0.243	FALSE	0.6143937264016879
adrenergic receptor agonist	20	0.37 uM	0.029667212868663632	L1000	0.392	FALSE	0.4067139329795427
adrenergic receptor antagonist	31	0.37 uM	0.03005516674116861	L1000	0.355	FALSE	0.44977164694490596
akt inhibitor	6	0.37 uM	0.027831247920130843	L1000	0.443	FALSE	0.3535962737769304
alk tyrosine kinase receptor inhibitor	3	0.37 uM	0.09783219188446131	L1000	0.106	FALSE	0.9746941347352298
androgen receptor agonist	3	0.37 uM	0.1831937822713826	L1000	0.01	TRUE	2
androgen receptor antagonist	5	0.37 uM	0.0013651873365580838	L1000	0.726	FALSE	0.1390633792999063
androgen receptor modulator	3	0.37 uM	-0.018042497292641325	L1000	0.731	FALSE	0.13608262304213956
angiotensin converting enzyme inhibitor	8	0.37 uM	0.07376114822202305	L1000	0.044	TRUE	1.3565473235138126
angiotensin receptor antagonist	4	0.37 uM	0.061035841192708065	L1000	0.194	FALSE	0.712198270069774
aromatase inhibitor	3	0.37 uM	0.12145687531515117	L1000	0.076	FALSE	1.1191864077192086
atp channel blocker	3	0.37 uM	0.09114480160349009	L1000	0.127	FALSE	0.8961962790440431
atpase inhibitor	3	0.37 uM	-0.0663813275935652	L1000	0.908	FALSE	0.04191415147891488
bacterial 30s ribosomal subunit inhibitor	5	0.37 uM	0.06575595101850996	L1000	0.135	FALSE	0.8696662315049939
bacterial 50s ribosomal subunit inhibitor	5	0.37 uM	0.06572889292115647	L1000	0.135	FALSE	0.8696662315049939
bacterial cell wall synthesis inhibitor	14	0.37 uM	0.040584903108945476	L1000	0.184	FALSE	0.7351821769904635
bacterial dna gyrase inhibitor	11	0.37 uM	0.0804900896662264	L1000	0.01	TRUE	2
bcl inhibitor	3	0.37 uM	-0.00268827121634396	L1000	0.637	FALSE	0.19586056766464957
benzodiazepine receptor agonist	7	0.37 uM	0.01324778684726673	L1000	0.706	FALSE	0.15119529894819625
benzodiazepine receptor antagonist	3	0.37 uM	0.07865705918916738	L1000	0.166	FALSE	0.7798919119599449
calcineurin inhibitor	3	0.37 uM	0.11719200654902422	L1000	0.079	FALSE	1.1023729087095586
calcitonin antagonist	3	0.37 uM	0.06527484561529596	L1000	0.216	FALSE	0.6655462488490691
calcium channel blocker	15	0.37 uM	0.004864839856345625	L1000	0.957	FALSE	0.01908806222315645
cannabinoid receptor agonist	3	0.37 uM	-0.16740047626136292	L1000	0.996	FALSE	0.00174066157630127
carbonic anhydrase inhibitor	5	0.37 uM	-0.011617751496939487	L1000	0.826	FALSE	0.0830199526796178
cc chemokine receptor antagonist	7	0.37 uM	0.011877482421851854	L1000	0.726	FALSE	0.1390633792999063
cck receptor antagonist	4	0.37 uM	0.041580626912347526	L1000	0.344	FALSE	0.46344155742846993
cdk inhibitor	7	0.37 uM	0.05664369991021196	L1000	0.134	FALSE	0.8728952016351923
chelating agent	4	0.37 uM	0.01093597257639961	L1000	0.634	FALSE	0.1979107421182673
cholesterol inhibitor	3	0.37 uM	0.04679252499068613	L1000	0.32	FALSE	0.494850021680094
coagulation factor inhibitor	4	0.37 uM	0.04707096664433465	L1000	0.291	FALSE	0.5361070110140927
cyclooxygenase inhibitor	27	0.37 uM	0.025800282090626975	L1000	0.577	FALSE	0.2388241868442686
cyclooxygenase inhibitor|prostanoid receptor antagonist	4	0.37 uM	0.05273080822634311	L1000	0.25	FALSE	0.6020599913279624
dipeptidyl peptidase inhibitor	3	0.37 uM	0.07227280794339168	L1000	0.182	FALSE	0.7399286120149252
dna inhibitor	5	0.37 uM	-0.026013610655534335	L1000	0.916	FALSE	0.0381045263321496
dna methyltransferase inhibitor	3	0.37 uM	0.10738676571128174	L1000	0.09	FALSE	1.0457574905606752
dna polymerase inhibitor	3	0.37 uM	-0.007137375056066797	L1000	0.663	FALSE	0.17848647159522685
dna synthesis inhibitor	7	0.37 uM	0.03976645056963363	L1000	0.309	FALSE	0.5100415205751654
dopamine receptor agonist	9	0.37 uM	0.04468421692716075	L1000	0.202	FALSE	0.6946486305533762
dopamine receptor antagonist	19	0.37 uM	0.032462492672558706	L1000	0.318	FALSE	0.4975728800155673
dopamine receptor antagonist|serotonin receptor antagonist	9	0.37 uM	-0.006103297984102565	L1000	0.937	FALSE	0.02826040911222171
egfr inhibitor	13	0.37 uM	0.10937881659740453	L1000	0	TRUE	3.5
endothelin receptor antagonist	4	0.37 uM	0.04065315243845549	L1000	0.353	FALSE	0.4522252946121775
estrogen receptor agonist	6	0.37 uM	0.0031918312102602125	L1000	0.753	FALSE	0.12320502379929942
farnesyltransferase inhibitor	3	0.37 uM	-0.01036000169283992	L1000	0.685	FALSE	0.1643094285075744
fgfr inhibitor|vegfr inhibitor	3	0.37 uM	-0.2148182900077483	L1000	0.998	FALSE	8.694587126288914e-4
free radical scavenger	4	0.37 uM	0.053303104205265434	L1000	0.246	FALSE	0.6090648928966209
fungal squalene epoxidase inhibitor	3	0.37 uM	0.03735784520385587	L1000	0.377	FALSE	0.42365864979420714
gaba receptor agonist	3	0.37 uM	0.06351159070938073	L1000	0.225	FALSE	0.6478174818886375
gaba receptor modulator	4	0.37 uM	-0.03591170094320733	L1000	0.917	FALSE	0.03763066432997889
gamma secretase inhibitor	7	0.37 uM	0.10607339602232443	L1000	0.016	TRUE	1.7958800173440752
glucocorticoid receptor agonist	14	0.37 uM	0.3957290332629977	L1000	0	TRUE	3.5
glucosidase inhibitor	3	0.37 uM	0.02546952556127463	L1000	0.461	FALSE	0.33629907461035186
glutamate receptor agonist	4	0.37 uM	0.10633892431437808	L1000	0.046	TRUE	1.337242168318426
glutamate receptor antagonist	5	0.37 uM	0.03499691167118554	L1000	0.375	FALSE	0.42596873227228116
glutamate receptor modulator	3	0.37 uM	0.10833752187274708	L1000	0.089	FALSE	1.0506099933550872
hcv inhibitor	7	0.37 uM	0.02960555445489942	L1000	0.461	FALSE	0.33629907461035186
hdac inhibitor	13	0.37 uM	0.12410780163819034	L1000	0	TRUE	3.5
histamine receptor antagonist	24	0.37 uM	0.04073038869992605	L1000	0.121	FALSE	0.9172146296835499
hiv integrase inhibitor	3	0.37 uM	-0.06661314340453986	L1000	0.909	FALSE	0.041436116778032536
hiv protease inhibitor	5	0.37 uM	0.02928870704274606	L1000	0.436	FALSE	0.36051351073141397
hmgcr inhibitor	5	0.37 uM	0.006352350605270443	L1000	0.677	FALSE	0.16941133131485567
hsp inhibitor	5	0.37 uM	0.3351257414088135	L1000	0	TRUE	3.5
insulin secretagogue	4	0.37 uM	0.09449021544097844	L1000	0.067	FALSE	1.1739251972991736
integrin antagonist	5	0.37 uM	0.0015912531837799686	L1000	0.726	FALSE	0.1390633792999063
jak inhibitor	5	0.37 uM	0.015579314696136794	L1000	0.581	FALSE	0.2358238676096693
leukotriene receptor antagonist	4	0.37 uM	0.02570035448287849	L1000	0.48	FALSE	0.3187587626244128
lipoxygenase inhibitor	3	0.37 uM	0.02742571346146482	L1000	0.443	FALSE	0.3535962737769304
matrix metalloprotease inhibitor	3	0.37 uM	0.024090760110732634	L1000	0.47	FALSE	0.3279021420642826
mdm inhibitor	3	0.37 uM	0.023298963013852293	L1000	0.475	FALSE	0.3233063903751334
mek inhibitor	8	0.37 uM	0.5035473825511201	L1000	0	TRUE	3.5
microtubule inhibitor	3	0.37 uM	0.07077446448193793	L1000	0.189	FALSE	0.7235381958267558
mineralocorticoid receptor antagonist	3	0.37 uM	-0.05614800386342803	L1000	0.884	FALSE	0.05354773498692691
monoamine oxidase inhibitor	6	0.37 uM	0.06838377015122715	L1000	0.102	FALSE	0.9913998282380825
mtor inhibitor	6	0.37 uM	0.431470478245013	L1000	0	TRUE	3.5
mtor inhibitor|pi3k inhibitor	4	0.37 uM	0.133304143318933	L1000	0.02	TRUE	1.6989700043360187
mucolytic agent	3	0.37 uM	0.032930631276508554	L1000	0.408	FALSE	0.3893398369101201
nfkb pathway inhibitor	4	0.37 uM	0.0036699105296346627	L1000	0.69	FALSE	0.16115090926274472
nitric oxide synthase inhibitor	4	0.37 uM	0.019287244553015056	L1000	0.539	FALSE	0.2684112348132613
non-nucleoside reverse transcriptase inhibitor	4	0.37 uM	-0.02151807220646306	L1000	0.864	FALSE	0.06348625752110672
nucleoside reverse transcriptase inhibitor	4	0.37 uM	0.05205264954746275	L1000	0.253	FALSE	0.5968794788241821
opioid receptor agonist	3	0.37 uM	0.165170293422912	L1000	0.022	TRUE	1.6575773191777938
opioid receptor antagonist	4	0.37 uM	0.054687288233620054	L1000	0.238	FALSE	0.623423042943488
p38 mapk inhibitor	6	0.37 uM	0.09200854601649366	L1000	0.033	TRUE	1.4814860601221125
parp inhibitor	5	0.37 uM	0.012176070400723053	L1000	0.619	FALSE	0.208309350979882
phosphodiesterase inhibitor	28	0.37 uM	0.027668600322227878	L1000	0.46	FALSE	0.3372421683184259
pi3k inhibitor	7	0.37 uM	0.05940294023887514	L1000	0.111	FALSE	0.9546770212133425
pkc inhibitor	4	0.37 uM	-0.020220835569081413	L1000	0.859	FALSE	0.0660068361687577
plk inhibitor	4	0.37 uM	0.4447402249416864	L1000	0	TRUE	3.5
potassium channel activator	6	0.37 uM	0.013765722895255204	L1000	0.644	FALSE	0.1911141326401879
potassium channel blocker	4	0.37 uM	0.06320184762230982	L1000	0.178	FALSE	0.7495799976911061
ppar receptor agonist	3	0.37 uM	0.02574250945160788	L1000	0.459	FALSE	0.33818731446273875
ppar receptor agonist|insulin sensitizer	3	0.37 uM	-0.060697814488903164	L1000	0.89	FALSE	0.05060999335508721
progesterone receptor agonist	7	0.37 uM	0.027397596509638283	L1000	0.496	FALSE	0.30451832350980257
prostanoid receptor agonist	3	0.37 uM	0.032435038618501395	L1000	0.41	FALSE	0.38721614328026455
prostanoid receptor antagonist	3	0.37 uM	0.01234077642498389	L1000	0.547	FALSE	0.2620126736665692
proteasome inhibitor	4	0.37 uM	0.3791856797599991	L1000	0	TRUE	3.5
protein synthesis inhibitor	6	0.37 uM	-0.03741528935225799	L1000	0.964	FALSE	0.01592296609716924
protein synthesis stimulant	3	0.37 uM	0.08212518632398788	L1000	0.15	FALSE	0.8239087409443188
purinergic receptor antagonist	3	0.37 uM	0.17534585011661682	L1000	0.014	TRUE	1.853871964321762
raf inhibitor	5	0.37 uM	0.04958914559668999	L1000	0.239	FALSE	0.6216020990518624
retinoid receptor agonist	6	0.37 uM	0.06992753830578531	L1000	0.093	FALSE	1.031517051446065
reverse transcriptase inhibitor	3	0.37 uM	-0.01316183292281264	L1000	0.71	FALSE	0.14874165128092473
rho associated kinase inhibitor	6	0.37 uM	0.021020006211365173	L1000	0.548	FALSE	0.2612194415156308
rna polymerase inhibitor	7	0.37 uM	0.0504442957807412	L1000	0.181	FALSE	0.7423214251308154
selective serotonin reuptake inhibitor (ssri)	4	0.37 uM	-0.0018918313072182258	L1000	0.734	FALSE	0.13430394008392949
serotonin receptor agonist	12	0.37 uM	0.04308506005845475	L1000	0.179	FALSE	0.7471469690201068
serotonin receptor agonist|serotonin receptor antagonist	3	0.37 uM	-0.057312576186314974	L1000	0.886	FALSE	0.05256627811294924
serotonin receptor antagonist	12	0.37 uM	0.05689885082854916	L1000	0.07	FALSE	1.154901959985743
serotonin reuptake inhibitor	4	0.37 uM	0.08856557223742106	L1000	0.078	FALSE	1.1079053973095196
sigma receptor antagonist	3	0.37 uM	0.012692701398322391	L1000	0.545	FALSE	0.2636034977233575
sodium channel blocker	11	0.37 uM	0.053092827307424706	L1000	0.093	FALSE	1.031517051446065
sterol demethylase inhibitor	7	0.37 uM	0.033151914193085365	L1000	0.413	FALSE	0.384049948343599
t-type calcium channel blocker	3	0.37 uM	0.051643793588759035	L1000	0.293	FALSE	0.5331323796458906
tachykinin antagonist	6	0.37 uM	0.0862996173902767	L1000	0.043	TRUE	1.3665315444204136
topoisomerase inhibitor	15	0.37 uM	0.04353657634036748	L1000	0.131	FALSE	0.8827287043442357
tubulin inhibitor	8	0.37 uM	-0.010141347606073764	L1000	0.95	FALSE	0.022276394711152253
tyrosine kinase inhibitor	4	0.37 uM	0.062255210749596335	L1000	0.186	FALSE	0.7304870557820837
vasopressin receptor antagonist	4	0.37 uM	0.03414805678189785	L1000	0.404	FALSE	0.393618634889395
vegfr inhibitor	4	0.37 uM	0.017870862605844133	L1000	0.555	FALSE	0.2557070168773237
vitamin d receptor agonist	5	0.37 uM	0.08062609749283409	L1000	0.088	FALSE	1.0555173278498313
xanthine oxidase inhibitor	3	0.37 uM	-0.007556188954561016	L1000	0.667	FALSE	0.17587416608345102
xiap inhibitor	3	0.37 uM	0.19021716498678667	L1000	0.008	TRUE	2.0969100130080562
acat inhibitor	3	1.11 uM	-0.027784508138259327	L1000	0.761	FALSE	0.11861534322942717
acetylcholine receptor agonist	8	1.11 uM	0.02141319658581414	L1000	0.506	FALSE	0.2958494831602009
acetylcholine receptor antagonist	21	1.11 uM	0.02235741964460433	L1000	0.533	FALSE	0.2732727909734277
adenosine receptor agonist	3	1.11 uM	0.02104148083792866	L1000	0.456	FALSE	0.341035157335565
adenosine receptor antagonist	4	1.11 uM	0.19551645494534714	L1000	0.002	TRUE	2.6989700043360187
adrenergic receptor agonist	20	1.11 uM	0.028509036444948815	L1000	0.305	FALSE	0.5157001606532142
adrenergic receptor antagonist	31	1.11 uM	0.03551235758465457	L1000	0.066	FALSE	1.1804560644581312
akt inhibitor	6	1.11 uM	0.07723477528471633	L1000	0.056	FALSE	1.2518119729937995
alk tyrosine kinase receptor inhibitor	3	1.11 uM	0.13171619186362218	L1000	0.049	TRUE	1.3098039199714864
androgen receptor agonist	3	1.11 uM	0.12910225755808016	L1000	0.05	FALSE	1.3010299956639813
androgen receptor antagonist	5	1.11 uM	0.013364804916328956	L1000	0.593	FALSE	0.22694530663573742
androgen receptor modulator	3	1.11 uM	-0.03600501488377635	L1000	0.802	FALSE	0.09582563171583647
angiotensin converting enzyme inhibitor	8	1.11 uM	0.061442952870074286	L1000	0.052	FALSE	1.2839966563652008
angiotensin receptor antagonist	4	1.11 uM	0.022926283133674473	L1000	0.482	FALSE	0.31695296176115045
aromatase inhibitor	3	1.11 uM	0.064237598148390307	L1000	0.205	FALSE	0.6882461389442457
atp channel blocker	3	1.11 uM	0.1054798238264771	L1000	0.083	FALSE	1.080921907623926
atpase inhibitor	3	1.11 uM	0.032966020097411404	L1000	0.379	FALSE	0.42136079003192767
bacterial 30s ribosomal subunit inhibitor	5	1.11 uM	0.017643319556959077	L1000	0.552	FALSE	0.2580609222708011
bacterial 50s ribosomal subunit inhibitor	5	1.11 uM	0.04377186402152056	L1000	0.256	FALSE	0.5917600346881504
bacterial cell wall synthesis inhibitor	14	1.11 uM	0.043570314134774274	L1000	0.057	FALSE	1.2441251443275085
bacterial dna gyrase inhibitor	11	1.11 uM	0.0259133064902528	L1000	0.437	FALSE	0.3595185630295782
bcl inhibitor	3	1.11 uM	-0.04249577966978584	L1000	0.836	FALSE	0.07779372256098363
benzodiazepine receptor agonist	7	1.11 uM	0.038756934791088986	L1000	0.278	FALSE	0.5559552040819237
benzodiazepine receptor antagonist	3	1.11 uM	0.04459093429062226	L1000	0.302	FALSE	0.5199930570428494
calcineurin inhibitor	3	1.11 uM	-0.03140275685947613	L1000	0.782	FALSE	0.10679324694015198
calcitonin antagonist	3	1.11 uM	0.06647813266167095	L1000	0.194	FALSE	0.712198270069774
calcium channel blocker	15	1.11 uM	0.02265287871244174	L1000	0.509	FALSE	0.29328221766324125
cannabinoid receptor agonist	3	1.11 uM	-0.10310386278685564	L1000	0.964	FALSE	0.01592296609716924
carbonic anhydrase inhibitor	5	1.11 uM	-0.04471470890846327	L1000	0.97	FALSE	0.01322826573375516
cc chemokine receptor antagonist	7	1.11 uM	0.005077551966595147	L1000	0.778	FALSE	0.10902040301031106
cck receptor antagonist	4	1.11 uM	-3.248569814385295e-4	L1000	0.703	FALSE	0.15304467498017607
cdk inhibitor	7	1.11 uM	0.15980988064323215	L1000	0	TRUE	3.5
chelating agent	4	1.11 uM	0.0069497341179789885	L1000	0.636	FALSE	0.19654288435158612
cholesterol inhibitor	3	1.11 uM	-0.02459678748284486	L1000	0.746	FALSE	0.1272611725273312
coagulation factor inhibitor	4	1.11 uM	-0.07528585020853264	L1000	0.979	FALSE	0.009217308196862183
cyclooxygenase inhibitor	27	1.11 uM	0.028841438796973342	L1000	0.258	FALSE	0.5883802940367698
cyclooxygenase inhibitor|prostanoid receptor antagonist	4	1.11 uM	0.02376050051950399	L1000	0.474	FALSE	0.324221658325915
dipeptidyl peptidase inhibitor	3	1.11 uM	0.0033791213837004357	L1000	0.575	FALSE	0.24033215531036956
dna inhibitor	5	1.11 uM	-0.03126522906877863	L1000	0.927	FALSE	0.0329202658555029
dna methyltransferase inhibitor	3	1.11 uM	0.06672112931312553	L1000	0.193	FALSE	0.7144426909922262
dna polymerase inhibitor	3	1.11 uM	-0.078661487715304207	L1000	0.927	FALSE	0.0329202658555029
dna synthesis inhibitor	7	1.11 uM	0.0214956048339116	L1000	0.535	FALSE	0.27164621797877153
dopamine receptor agonist	9	1.11 uM	0.04142001875149691	L1000	0.175	FALSE	0.7569619513137056
dopamine receptor antagonist	19	1.11 uM	0.049056123418274665	L1000	0.023	TRUE	1.6382721639824072
dopamine receptor antagonist|serotonin receptor antagonist	9	1.11 uM	-0.0027234201904656804	L1000	0.902	FALSE	0.04479346245805826
egfr inhibitor	13	1.11 uM	0.10750259227247645	L1000	0	TRUE	3.5
endothelin receptor antagonist	4	1.11 uM	0.02786516003999069	L1000	0.43	FALSE	0.36653154442041347
estrogen receptor agonist	6	1.11 uM	0.00604494467020873	L1000	0.693	FALSE	0.1592667653881933
farnesyltransferase inhibitor	3	1.11 uM	0.05539875160367678	L1000	0.243	FALSE	0.6143937264016879
fgfr inhibitor|vegfr inhibitor	3	1.11 uM	0.04930513876012352	L1000	0.279	FALSE	0.5543957967264024
free radical scavenger	4	1.11 uM	0.15367578361343803	L1000	0.008	TRUE	2.0969100130080562
fungal squalene epoxidase inhibitor	3	1.11 uM	-0.07872526730619825	L1000	0.927	FALSE	0.0329202658555029
gaba receptor agonist	3	1.11 uM	0.19088251594466651	L1000	0.013	TRUE	1.8860566476931633
gaba receptor modulator	4	1.11 uM	0.04220392729175602	L1000	0.286	FALSE	0.543633966870957
gamma secretase inhibitor	7	1.11 uM	0.07013395177982418	L1000	0.051	FALSE	1.2924298239020637
